Gene_ID,LSK_1,LSK_2,LSK_3,LSK_4,LSK_5,LSK_6,LSK_7,LSK_8,GMP_1,MEP-1
Dvl1,37.8,60.7,28.7,62.2,48.0,80.3,15.0,50.8,39.9,46.7
Zfp870,39.8,33.6,59.2,34.6,33.4,36.9,57.1,40.2,32.5,36.6
Akap1,107.2,210.4,92.5,125.8,88.0,146.5,93.7,139.7,111.6,123.6
Il7r,2.0,4.3,0.9,2.8,26.7,8.7,8.4,167.4,6.1,47.4
Asap2,67.4,57.5,95.2,105.0,60.0,81.4,114.3,60.6,50.1,128.6
Dnajc28,55.1,43.4,63.8,51.1,45.4,48.8,68.4,40.9,47.3,26.6
Aspn,8.2,18.4,17.6,18.0,18.7,21.7,12.2,9.2,14.2,13.6
Gas2l1,51.0,92.2,64.7,117.5,38.7,156.3,92.7,80.4,60.2,95.5
Stard3nl,45.9,11.9,42.5,62.2,50.7,40.1,44.0,16.5,6.1,6.5
Xkr8,48.0,70.5,49.9,53.9,70.7,54.3,41.2,56.7,73.1,36.6
Shfl,131.7,149.6,123.9,135.4,168.1,119.4,125.5,200.4,159.6,186.1
Wfs1,6.1,18.4,9.2,11.1,9.3,13.0,12.2,7.9,8.8,5.7
Tmlhe,28.6,21.7,12.0,12.4,34.7,17.4,15.9,50.8,33.1,30.9
Akap17b,48.0,54.2,44.4,41.5,25.3,39.1,60.9,40.9,23.7,40.9
Parp14,97.0,152.9,74.0,71.9,93.4,91.1,64.6,75.8,40.6,65.4
Jpx,70.4,80.2,81.4,88.5,110.7,78.1,115.2,95.6,87.3,113.5
Trmt12,83.7,36.9,99.9,71.9,73.4,81.4,77.7,70.5,74.4,50.3
Gm48768,22.5,23.9,26.8,23.5,21.3,13.0,15.0,13.2,18.9,16.5
Gm10521,12.2,29.3,11.1,13.8,18.7,13.0,24.4,8.6,21.6,14.4
Oaf,33.7,36.9,18.5,35.9,40.0,15.2,23.4,23.7,143.4,23.7
Ly9,48.0,38.0,46.2,26.3,46.7,31.5,74.0,77.8,64.3,66.1
Gm12250,108.2,112.8,110.0,70.5,69.4,71.6,110.5,92.9,14.2,24.4
Rny1,21.4,21.7,39.8,56.7,25.3,9.8,17.8,25.0,19.6,9.3
Mblac2,159.2,98.7,108.2,96.7,153.4,118.3,154.5,108.1,121.8,127.9
Mcoln2,103.1,120.4,105.4,109.2,124.1,57.5,74.9,99.5,18.3,46.0
Rbpms2,208.2,213.6,307.0,270.9,181.4,413.4,222.9,220.8,105.5,280.2
Nxpe2,5.1,2.2,12.9,18.0,17.3,16.3,27.2,8.6,19.6,13.6
Cald1,18.4,23.9,37.0,48.4,46.7,81.4,144.2,19.1,15.6,30.2
Efcab7,23.5,21.7,40.7,29.0,33.4,29.3,36.5,63.9,56.1,60.3
X2610008E11Rik,41.8,60.7,47.2,38.7,74.7,54.3,39.3,48.1,34.5,38.8
Itm2a,118.4,69.4,89.7,58.0,154.7,93.3,128.3,257.7,52.1,305.3
X2900026A02Rik,89.8,238.6,73.0,91.2,125.4,97.7,76.8,154.2,50.1,188.9
Calhm2,110.2,149.6,105.4,125.8,112.1,79.2,62.8,127.9,95.4,92.0
Ppargc1b,78.6,210.4,68.4,102.3,61.4,72.7,61.8,64.6,85.2,74.0
Smo,146.0,198.4,109.1,138.2,156.1,127.0,116.1,143.7,67.0,108.5
Gm49759,39.8,68.3,14.8,23.5,29.3,21.7,23.4,19.8,39.2,24.4
Ino80e,76.6,56.4,74.9,53.9,69.4,70.5,82.4,52.7,37.9,45.3
Gm17590,8.2,5.4,3.7,23.5,1.3,8.7,15.9,8.6,20.3,14.4
Gp1ba,24.5,40.1,113.7,175.5,36.0,193.1,164.8,100.2,82.5,129.3
Hnmt,59.2,58.6,49.9,30.4,45.4,56.4,43.1,28.3,22.3,30.2
Pcbd1,93.9,43.4,56.4,70.5,66.7,57.5,56.2,29.7,5.4,17.2
Trmt61a,138.8,195.2,146.1,174.1,104.1,154.1,73.1,174.7,140.7,135.1
Qtrt2,108.2,177.8,99.9,160.3,121.4,98.7,121.8,98.9,93.3,112.8
Ear6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
Gata3,168.4,284.1,207.1,258.4,186.8,231.1,258.5,145.7,9.5,65.4
Ift74,358.3,139.9,343.0,252.9,330.8,328.8,384.0,243.2,144.8,160.2
X5430403G16Rik,34.7,70.5,24.0,27.6,16.0,21.7,24.4,34.9,24.4,16.5
Gm9169,14.3,13.0,12.9,19.3,9.3,8.7,12.2,27.7,25.0,38.1
Il18,52.1,43.4,48.1,34.6,42.7,27.1,27.2,17.8,5.4,6.5
Ccdc80,5.1,13.0,40.7,89.8,96.0,98.7,11.2,0.0,6.1,6.5
Idi1,73.5,35.8,110.9,114.7,126.7,125.9,143.3,60.0,41.3,74.7
Ppp1r12b,29.6,49.9,49.9,65.0,45.4,57.5,79.6,31.0,44.0,30.9
Ppm1j,6.1,7.6,10.2,2.8,17.3,15.2,10.3,7.9,3.4,7.2
Ptges,6.1,6.5,0.9,1.4,1.3,5.4,4.7,0.7,0.0,0.0
X9330160F10Rik,20.4,21.7,15.7,8.3,16.0,14.1,16.9,17.1,39.2,18.7
Zscan22,73.5,73.7,62.9,76.0,56.0,93.3,46.8,62.6,55.5,64.7
Pgam2,15.3,0.0,12.9,26.3,10.7,10.9,12.2,13.2,3.4,12.2
Capn5,119.4,300.4,158.1,175.5,197.4,205.1,114.3,243.2,93.3,219.1
Zfp948,36.7,34.7,66.6,81.5,89.4,61.9,87.1,31.0,26.4,81.2
X9530077C05Rik,17.4,13.0,12.0,16.6,14.7,16.3,6.6,17.8,8.8,24.4
Dse,2.0,4.3,4.6,4.1,5.3,4.3,4.7,7.9,7.4,5.7
Evl,8.2,13.0,10.2,12.4,5.3,3.3,8.4,2.0,4.1,5.0
Nlgn2,89.8,82.4,96.2,91.2,65.4,121.5,95.5,71.2,39.9,51.0
Gm42715,43.9,49.9,35.1,60.8,48.0,43.4,35.6,29.7,25.7,66.1
Gm8942,66.3,29.3,78.6,69.1,57.4,51.0,110.5,16.5,8.1,16.5
Gm8013,5.1,0.0,4.6,2.8,6.7,6.5,8.4,2.6,1.4,2.9
Tanc2,92.9,171.3,120.2,123.0,80.0,128.0,100.2,81.1,34.5,105.6
X4933440N22Rik,12.2,35.8,12.0,18.0,14.7,25.0,20.6,9.9,10.1,10.8
Gata1,30.6,28.2,173.8,143.7,53.4,299.5,215.4,94.3,219.2,421.7
X2810001G20Rik,71.4,59.6,54.6,76.0,86.7,46.7,65.6,50.1,62.2,66.8
Gm25580,4.1,64.0,3.7,5.5,5.3,10.9,4.7,4.6,6.8,5.7
Gm37254,11.2,61.8,9.2,13.8,6.7,10.9,6.6,23.1,14.9,19.4
Agbl3,12.2,7.6,17.6,12.4,26.7,25.0,20.6,21.1,18.3,28.7
Rubcnl,5.1,1.1,0.9,0.0,4.0,4.3,5.6,6.6,0.0,4.3
Fam234b,28.6,35.8,28.7,24.9,22.7,36.9,20.6,60.6,28.4,51.7
Tnnc1,2.0,4.3,1.8,4.1,5.3,1.1,4.7,1.3,6.8,3.6
P2ry10b,8.2,6.5,10.2,1.4,8.0,2.2,0.9,4.6,0.7,0.7
Tbc1d16,65.3,159.4,39.8,47.0,14.7,58.6,30.9,30.3,13.5,24.4
Plekhm3,35.7,29.3,7.4,30.4,22.7,20.6,17.8,21.1,11.5,12.2
Tmtc3,106.2,60.7,77.7,49.8,69.4,80.3,103.0,41.5,47.3,62.5
Cd27,1223.8,1142.9,923.7,1107.0,864.4,698.8,701.5,900.4,231.3,452.6
Gm12939,18.4,41.2,23.1,26.3,77.4,23.9,28.1,15.8,25.7,17.2
X4930578M07Rik,5.1,2.2,1.8,4.1,5.3,1.1,3.7,5.9,9.5,15.8
Gm6344,35.7,28.2,37.9,38.7,53.4,36.9,44.0,50.1,19.6,25.9
X9530018F02Rik,49.0,49.9,49.9,47.0,81.4,55.3,47.8,36.3,56.1,34.5
Rab3il1,70.4,64.0,37.0,31.8,64.0,68.4,30.0,54.7,18.3,15.1
Gm5165,75.5,46.6,79.5,41.5,52.0,38.0,92.7,54.7,54.8,42.4
Cttnbp2nl,7.1,31.4,14.8,11.1,22.7,21.7,16.9,8.6,6.8,7.9
Slc16a13,56.1,113.9,45.3,37.3,40.0,45.6,40.3,45.5,46.0,33.8
Miga2,67.4,178.9,37.9,123.0,49.4,82.5,27.2,68.6,77.8,99.9
Selenop,68.4,20.6,67.5,45.6,104.1,55.3,79.6,40.9,19.6,33.0
Zfp982,77.6,34.7,59.2,51.1,72.0,58.6,45.9,71.2,42.6,58.9
Oasl2,104.1,119.3,90.6,105.0,124.1,87.9,69.3,245.2,35.2,66.8
Atp1a2,27.6,14.1,21.3,34.6,113.4,22.8,43.1,28.3,27.7,23.7
Cdc42bpb,34.7,18.4,34.2,45.6,42.7,59.7,62.8,7.3,11.5,11.5
X1700109G14Rik,0.0,1.1,0.9,0.0,2.7,0.0,1.9,2.6,3.4,1.4
Mmachc,93.9,60.7,74.9,77.4,69.4,94.4,75.9,69.2,48.7,62.5
Uprt,34.7,64.0,66.6,42.8,72.0,66.2,43.1,32.3,39.2,42.4
Nod2,3.1,0.0,4.6,1.4,5.3,4.3,5.6,2.6,0.7,1.4
Pawr,54.1,31.4,45.3,53.9,29.3,45.6,45.0,23.1,18.9,30.9
Fzd7,17.4,17.4,13.9,15.2,20.0,13.0,7.5,17.8,27.1,15.1
E230014E18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
H2.K2,59.2,44.5,86.0,47.0,57.4,64.0,59.0,50.1,53.4,41.7
D330023K18Rik,18.4,26.0,11.1,13.8,25.3,16.3,16.9,11.9,28.4,12.9
Megf8,28.6,138.8,34.2,37.3,18.7,54.3,45.9,55.4,50.7,46.7
Zc3h12c,67.4,94.3,139.6,94.0,85.4,87.9,70.2,79.1,32.5,52.4
Gpr55,0.0,0.0,0.9,0.0,4.0,0.0,4.7,5.9,0.0,0.0
Pdss1,53.1,60.7,59.2,109.2,62.7,66.2,78.7,40.9,54.1,39.5
Rbfa,39.8,11.9,22.2,38.7,20.0,32.6,55.3,15.8,29.8,33.8
Zfp646,112.3,67.2,92.5,85.7,86.7,96.6,81.5,75.8,73.1,75.4
H3c2,8.2,7.6,5.5,11.1,6.7,14.1,10.3,4.6,7.4,7.9
Ipo4,91.9,242.9,61.9,111.9,46.7,118.3,33.7,183.3,128.5,172.4
Anp32.ps,47.0,11.9,33.3,22.1,38.7,15.2,40.3,46.1,42.6,43.8
Cdkn2b,2.0,1.1,7.4,6.9,2.7,15.2,8.4,2.0,4.7,0.7
Piezo1,45.9,90.0,39.8,47.0,42.7,51.0,40.3,20.4,27.1,23.0
AA388235,43.9,77.0,33.3,49.8,16.0,23.9,30.9,32.3,27.1,26.6
Lrrc39,15.3,8.7,18.5,19.3,12.0,17.4,22.5,22.4,36.5,22.3
Rps3a3,41.8,36.9,31.4,47.0,34.7,36.9,44.0,17.1,14.2,16.5
Arl6,70.4,30.4,58.2,62.2,74.7,55.3,64.6,46.8,24.4,46.0
Pptc7,87.8,20.6,85.1,70.5,56.0,68.4,78.7,40.2,42.6,56.0
Ppp1r16b,9.2,39.0,19.4,24.9,24.0,23.9,25.3,25.7,5.4,5.0
Slc44a1,26.5,41.2,67.5,88.5,38.7,105.3,76.8,70.5,20.3,79.7
Ufsp1,11.2,26.0,36.1,30.4,21.3,31.5,35.6,34.9,24.4,116.4
Gm43460,18.4,4.3,14.8,26.3,21.3,19.5,33.7,43.5,26.4,41.7
Psma8,37.8,19.5,75.8,56.7,57.4,47.7,52.5,31.6,25.0,35.2
Zfp85,28.6,15.2,15.7,22.1,26.7,30.4,30.9,31.6,31.1,25.9
Btnl9,21.4,6.5,22.2,16.6,62.7,36.9,22.5,16.5,61.6,36.6
Nr4a2,29.6,29.3,27.7,18.0,13.3,38.0,25.3,42.8,28.4,70.4
Tuft1,53.1,35.8,39.8,29.0,50.7,48.8,35.6,38.9,31.8,33.0
Pfn2,17.4,10.8,17.6,22.1,12.0,15.2,21.5,9.2,4.7,8.6
Map9,71.4,97.6,99.9,48.4,44.0,41.2,67.4,72.5,10.8,43.1
Abcg2,445.0,432.7,498.3,395.3,394.9,508.9,510.5,330.9,95.4,273.7
Rpl21.ps8,35.7,39.0,44.4,58.0,49.4,30.4,31.8,26.4,21.6,18.7
Rab6b,55.1,95.4,69.3,123.0,94.7,58.6,63.7,116.0,35.9,51.7
Pik3c2b,70.4,112.8,66.6,66.3,53.4,80.3,55.3,48.8,23.7,40.2
Gm26597,13.3,6.5,6.5,11.1,6.7,3.3,3.7,31.0,4.7,5.7
Txk,4.1,5.4,3.7,2.8,2.7,6.5,2.8,2.0,0.0,4.3
Tjp1,210.3,293.9,309.7,255.7,153.4,294.1,302.5,203.7,37.2,191.8
Gbp9,0.0,1.1,0.0,0.0,1.3,3.3,4.7,3.3,0.0,0.7
Krt18,259.3,244.0,221.0,170.0,270.8,207.3,155.5,167.4,27.7,99.9
Mir695,19.4,8.7,4.6,12.4,18.7,5.4,12.2,11.9,22.3,18.0
Usp31,65.3,99.8,56.4,58.0,57.4,77.0,78.7,37.6,60.9,53.2
Hemgn,318.5,341.6,399.4,403.6,278.8,434.0,391.5,298.6,88.6,454.7
Gm43290,8.2,15.2,8.3,6.9,9.3,16.3,11.2,15.2,11.5,11.5
X9530085L11Rik,24.5,19.5,41.6,18.0,25.3,32.6,34.7,25.7,24.4,22.3
Gm26532,8.2,21.7,13.9,12.4,16.0,16.3,10.3,63.3,62.9,75.4
Acot2,39.8,73.7,53.6,62.2,69.4,55.3,45.0,73.2,44.6,76.9
Psmb11,17.4,2.2,29.6,11.1,30.7,28.2,21.5,15.2,12.9,11.5
Hspa1a,2.0,0.0,1.8,4.1,16.0,9.8,3.7,1.3,4.1,1.4
Zc3h7b,114.3,541.1,125.7,247.4,152.1,172.5,122.7,177.3,117.7,145.8
Kcnh7,2.0,3.3,0.9,2.8,4.0,5.4,3.7,2.0,8.8,2.9
H2ac15,12.2,3.3,12.9,8.3,5.3,4.3,23.4,5.9,16.9,6.5
Zfp658,5.1,7.6,6.5,6.9,9.3,5.4,0.9,11.9,16.2,5.0
Galnt10,38.8,108.4,35.1,62.2,34.7,44.5,21.5,89.6,72.4,84.0
Lypd6b,8.2,6.5,11.1,5.5,34.7,18.4,9.4,27.7,3.4,20.8
Rfx2,21.4,23.9,13.9,24.9,10.7,22.8,8.4,27.0,12.2,18.0
Gm11772,36.7,5.4,18.5,31.8,57.4,22.8,33.7,63.9,53.4,50.3
D130017N08Rik,59.2,66.1,55.5,55.3,49.4,45.6,69.3,75.1,48.0,58.9
Nr1d2,31.6,43.4,42.5,30.4,84.0,54.3,39.3,46.1,33.1,35.2
Pkd2,78.6,92.2,72.1,73.2,52.0,93.3,89.9,52.1,48.0,61.1
Gm43481,151.1,83.5,168.3,234.9,185.4,162.8,169.5,154.9,125.8,145.1
Dcstamp,0.0,0.0,0.9,0.0,2.7,1.1,1.9,0.7,0.0,0.0
Cttn,76.6,51.0,75.8,158.9,61.4,161.7,126.4,114.7,33.8,169.5
Cavin3,214.3,198.4,144.2,116.1,260.1,127.0,142.4,60.0,11.5,48.8
Gm25939,2.0,0.0,3.7,2.8,0.0,6.5,3.7,4.6,23.0,0.7
Smug1,76.6,83.5,49.0,58.0,49.4,58.6,62.8,52.7,64.3,66.1
Gm20559,20.4,22.8,18.5,29.0,74.7,42.3,23.4,73.8,14.2,44.5
BC064078,32.7,56.4,38.8,40.1,33.4,51.0,54.3,40.9,18.9,23.7
Gm42547,60.2,52.1,29.6,34.6,29.3,23.9,53.4,44.2,63.6,46.7
X1700001L05Rik,13.3,9.8,11.1,4.1,25.3,17.4,17.8,12.5,10.8,15.1
Eif3j2,23.5,27.1,25.9,24.9,22.7,20.6,41.2,23.7,31.1,22.3
Gm5931,14.3,18.4,15.7,22.1,20.0,21.7,8.4,65.3,52.8,74.0
Hoxa5,102.1,145.3,74.9,81.5,66.7,89.0,70.2,60.6,9.5,23.7
Gm11675,33.7,33.6,39.8,26.3,38.7,20.6,39.3,14.5,13.5,11.5
Dus4l,60.2,32.5,39.8,42.8,57.4,69.4,66.5,29.0,34.5,44.5
Neurl1b,20.4,124.7,16.6,9.7,12.0,22.8,14.0,27.7,5.4,10.8
Epas1,10.2,9.8,5.5,22.1,21.3,9.8,11.2,9.9,5.4,7.2
Chpf2,12.2,47.7,26.8,22.1,24.0,30.4,28.1,21.8,40.6,40.9
Gm9523,17.4,34.7,20.3,18.0,4.0,13.0,21.5,76.5,99.4,112.1
Dmpk,8.2,26.0,12.9,19.3,16.0,5.4,9.4,6.6,6.8,9.3
X6530409C15Rik,45.9,24.9,31.4,27.6,8.0,38.0,36.5,23.1,29.1,31.6
Pde10a,1.0,0.0,9.2,5.5,1.3,8.7,2.8,4.6,6.1,4.3
P3h4,9.2,3.3,3.7,16.6,14.7,10.9,11.2,3.3,2.0,2.2
F2rl3,431.8,353.5,524.2,507.2,476.2,492.6,380.3,487.1,231.3,421.0
Zfp142,33.7,53.1,55.5,34.6,56.0,33.6,42.1,31.0,24.4,31.6
C5ar2,0.0,0.0,0.0,0.0,0.0,1.1,1.9,0.0,0.0,0.0
Car13,102.1,72.7,178.4,109.2,85.4,136.7,210.7,115.4,47.3,94.8
Pot1b,85.7,58.6,94.3,70.5,90.7,73.8,86.2,87.0,102.1,91.2
Gm14325,40.8,43.4,48.1,27.6,40.0,26.0,27.2,31.0,33.1,25.9
Tmem38a,31.6,52.1,33.3,27.6,14.7,34.7,15.9,22.4,12.9,11.5
Slc7a2,0.0,0.0,0.0,0.0,2.7,1.1,0.9,0.0,1.4,0.0
E2f5,149.0,49.9,147.0,107.8,129.4,128.0,114.3,83.1,62.9,72.6
Gon4l,33.7,52.1,51.8,58.0,41.4,47.7,52.5,39.6,44.0,48.1
Zfp65,107.2,137.7,79.5,63.6,92.0,84.6,99.3,76.5,85.2,68.2
Dph2,148.0,148.6,100.8,100.9,114.7,133.5,52.5,158.2,134.6,109.2
Fhdc1,2.0,0.0,4.6,6.9,22.7,7.6,4.7,0.7,4.1,8.6
Ak1,70.4,101.9,38.8,38.7,112.1,66.2,54.3,26.4,10.8,18.0
Prdm5,127.6,126.9,143.3,127.1,81.4,111.8,112.4,89.0,73.1,99.9
Tmem86b,14.3,147.5,22.2,49.8,24.0,36.9,31.8,44.2,39.9,61.1
Vsig10l,16.3,18.4,10.2,11.1,20.0,9.8,10.3,21.1,30.4,42.4
Atp1b1,7.1,5.4,0.9,2.8,6.7,4.3,15.0,46.8,6.8,10.8
Setd4,13.3,22.8,22.2,15.2,28.0,13.0,21.5,29.0,16.9,12.2
Srgap3,17.4,54.2,34.2,62.2,30.7,57.5,40.3,52.1,22.3,89.1
Clec2d,17.4,13.0,26.8,33.2,24.0,38.0,44.0,15.2,27.7,40.9
Purg,25.5,14.1,21.3,24.9,41.4,25.0,24.4,17.8,21.0,17.2
Ephx1,28.6,15.2,16.6,6.9,34.7,26.0,15.0,13.2,9.5,8.6
Gm10033,51.0,35.8,38.8,35.9,69.4,40.1,45.0,47.5,33.8,37.4
Slc26a11,36.7,45.5,16.6,23.5,41.4,22.8,15.9,53.4,12.2,15.8
Ap1s3,32.7,122.5,37.0,22.1,37.4,48.8,26.2,27.0,16.9,18.7
Zfp661,40.8,51.0,53.6,52.5,52.0,48.8,50.6,71.2,66.3,53.9
Peg12,106.2,61.8,101.7,110.6,117.4,125.9,120.8,102.2,85.9,116.4
Fn3krp,13.3,15.2,27.7,15.2,8.0,16.3,10.3,38.9,30.4,45.3
Layn,50.0,48.8,52.7,38.7,44.0,39.1,107.7,30.3,71.0,46.0
Jam2,8.2,4.3,11.1,9.7,10.7,10.9,13.1,11.2,0.0,14.4
Trim7,15.3,19.5,25.9,35.9,30.7,45.6,39.3,19.8,10.1,31.6
AC115752.1,22.5,8.7,20.3,19.3,6.7,19.5,9.4,21.1,13.5,12.2
Dhrs9,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0
Dennd2c,25.5,30.4,32.4,37.3,34.7,36.9,31.8,15.8,16.2,17.2
Rap1gap2,1.0,4.3,0.9,8.3,9.3,6.5,1.9,1.3,2.0,0.0
X1110025M09Rik,13.3,8.7,12.0,11.1,21.3,30.4,12.2,31.6,35.2,33.8
Cat,50.0,14.1,29.6,29.0,14.7,29.3,49.6,23.1,24.4,18.7
Gm7332,95.9,45.5,86.9,73.2,82.7,76.0,97.4,15.2,7.4,10.8
Tyw3,95.9,55.3,110.0,52.5,78.7,86.8,74.0,81.1,72.4,69.7
Clstn1,65.3,145.3,40.7,60.8,72.0,73.8,45.9,50.8,24.4,25.1
Tnfrsf4,4.1,0.0,2.8,11.1,0.0,1.1,8.4,9.9,6.8,7.9
Ptgds,10.2,6.5,9.2,9.7,21.3,13.0,17.8,23.7,21.0,11.5
Zfp12,39.8,85.7,69.3,100.9,57.4,62.9,42.1,70.5,41.9,53.9
Trim68,67.4,48.8,43.5,63.6,64.0,69.4,51.5,48.8,16.9,33.0
Nipa1,64.3,30.4,50.9,65.0,48.0,64.0,59.0,51.4,25.7,41.7
Zdhhc1,70.4,85.7,35.1,60.8,58.7,54.3,39.3,42.8,27.1,24.4
Mmp13,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0
Acsbg1,1.0,0.0,2.8,4.1,1.3,0.0,0.0,4.0,1.4,4.3
Mmp25,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs6st1,11.2,17.4,20.3,19.3,12.0,11.9,18.7,14.5,17.6,18.7
Slc46a3,25.5,2.2,12.9,16.6,16.0,31.5,19.7,25.0,10.8,35.2
Kbtbd11,35.7,86.8,28.7,47.0,22.7,32.6,5.6,27.0,12.2,11.5
Dst,386.8,837.1,392.0,479.6,310.8,452.5,425.2,273.6,6.8,100.6
Tspyl4,11.2,20.6,13.9,22.1,9.3,9.8,13.1,22.4,6.1,12.9
Shisa4,0.0,1.1,0.0,4.1,5.3,2.2,5.6,1.3,0.0,4.3
Gm20045,16.3,53.1,7.4,20.7,17.3,15.2,18.7,6.6,12.9,18.0
Gm15261,12.2,26.0,14.8,30.4,34.7,23.9,30.0,21.8,19.6,29.5
Gm12216,31.6,57.5,37.9,41.5,20.0,15.2,38.4,44.8,11.5,19.4
Vsig10,44.9,48.8,44.4,44.2,64.0,34.7,38.4,38.9,10.8,28.7
Slamf9,16.3,22.8,10.2,11.1,9.3,6.5,14.0,3.3,3.4,0.0
Zkscan8,73.5,99.8,72.1,76.0,106.7,57.5,67.4,62.0,54.1,66.8
Gm32401,3.1,0.0,0.0,6.9,1.3,1.1,1.9,4.0,2.0,2.2
Meg3,9.2,17.4,9.2,13.8,57.4,18.4,6.6,1.3,1.4,0.0
Nat8l,8.2,15.2,4.6,6.9,4.0,5.4,5.6,9.2,29.1,4.3
Ift81,40.8,24.9,53.6,35.9,36.0,31.5,48.7,33.6,6.1,11.5
Mx1,2.0,1.1,0.0,2.8,8.0,0.0,0.9,10.5,5.4,2.9
Slc38a6,24.5,52.1,19.4,22.1,32.0,27.1,18.7,34.9,23.0,41.7
Col18a1,89.8,145.3,208.0,236.3,134.7,294.1,197.6,98.9,60.2,150.9
Cd59a,80.6,84.6,182.1,123.0,137.4,154.1,189.2,141.1,68.3,122.1
Phlpp1,65.3,82.4,61.0,58.0,66.7,48.8,59.9,84.4,27.1,61.8
Ldlrad4,12.2,2.2,11.1,9.7,13.3,11.9,7.5,81.1,34.5,89.1
Wdr89,47.0,98.7,60.1,60.8,81.4,54.3,60.9,50.8,49.4,38.1
Lipt2,98.0,73.7,96.2,107.8,93.4,67.3,88.0,102.2,100.8,71.8
Iba57,33.7,59.6,19.4,26.3,28.0,34.7,18.7,50.1,52.1,45.3
Gm3325,94.9,78.1,65.6,67.7,54.7,51.0,65.6,54.1,56.8,56.8
Ctnnb1,45.9,45.5,46.2,30.4,54.7,61.9,52.5,34.3,27.7,51.7
Ppp1r42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Vps37b,45.9,136.6,50.9,98.1,58.7,91.1,77.7,70.5,76.4,94.1
AI463229,3.1,9.8,17.6,15.2,29.3,27.1,24.4,7.9,8.1,13.6
Rasl11b,6.1,17.4,4.6,12.4,4.0,4.3,5.6,15.8,7.4,20.8
Mfhas1,23.5,104.1,20.3,34.6,18.7,25.0,20.6,16.5,2.0,10.8
Aqp11,28.6,23.9,30.5,16.6,41.4,22.8,41.2,29.7,29.1,20.1
Trim30b,31.6,74.8,34.2,26.3,18.7,30.4,28.1,13.8,2.7,8.6
Mtx3,63.3,61.8,55.5,47.0,61.4,56.4,70.2,60.0,37.2,68.2
Pogk,85.7,219.0,89.7,120.2,96.0,93.3,89.0,77.1,93.3,76.9
Tet1,364.4,326.4,323.6,326.2,204.1,314.7,263.2,232.0,67.0,183.9
Foxd2os,148.0,159.4,159.0,268.1,122.7,127.0,230.4,105.5,67.6,106.3
Gm27029,19.4,30.4,9.2,16.6,20.0,8.7,16.9,26.4,42.6,27.3
Armc9,25.5,56.4,34.2,37.3,34.7,38.0,23.4,34.3,37.2,36.6
Treml1,23.5,23.9,260.7,247.4,41.4,372.2,344.7,95.6,85.2,214.8
Lig4,8.2,31.4,13.9,30.4,30.7,21.7,27.2,36.9,32.5,20.1
Prdm16,39.8,80.2,37.0,48.4,26.7,47.7,26.2,37.6,14.9,10.8
Angpt1,2049.6,1301.3,2417.8,1556.2,2125.1,2369.9,2565.5,1811.4,985.6,1994.2
Gm29170,45.9,60.7,57.3,88.5,68.0,42.3,64.6,58.0,67.6,56.8
Ndufa12.ps,12.2,15.2,17.6,30.4,12.0,26.0,19.7,5.3,6.1,5.7
Gm36723,0.0,0.0,0.0,0.0,14.7,1.1,0.0,1.3,0.0,0.0
Dio2,14.3,22.8,17.6,5.5,26.7,8.7,6.6,17.1,92.7,14.4
Gpr35,0.0,0.0,0.9,1.4,1.3,1.1,2.8,1.3,1.4,1.4
Tnfsf12,7.1,4.3,5.5,5.5,26.7,9.8,5.6,16.5,13.5,16.5
Gm15832,9.2,18.4,6.5,8.3,17.3,14.1,7.5,12.5,15.6,15.8
Il1rl2,15.3,2.2,7.4,8.3,9.3,10.9,3.7,18.5,10.8,7.2
Slfn5,30.6,41.2,49.9,55.3,64.0,59.7,51.5,64.6,23.0,25.9
Camkk1,1.0,9.8,6.5,15.2,14.7,13.0,13.1,5.9,3.4,2.2
Pabpc1l,7.1,9.8,1.8,8.3,1.3,1.1,7.5,1.3,0.0,2.2
Slc25a42,14.3,18.4,4.6,9.7,8.0,9.8,1.9,13.8,5.4,13.6
Zbtb8a,26.5,20.6,20.3,23.5,33.4,29.3,29.0,23.1,9.5,10.1
Myo6,64.3,95.4,152.6,91.2,218.8,255.0,262.3,77.1,23.0,127.9
Zbtb33,76.6,11.9,63.8,31.8,88.0,71.6,74.9,47.5,36.5,44.5
Zfp580,12.2,34.7,25.9,19.3,24.0,19.5,34.7,33.6,13.5,19.4
Gm7204,45.9,6.5,46.2,47.0,50.7,30.4,65.6,5.9,8.8,5.7
Prg3,0.0,1.1,0.0,0.0,1.3,0.0,0.0,0.7,25.0,0.7
Gm6093,50.0,29.3,181.2,208.7,92.0,178.0,186.4,59.3,33.1,74.7
Mturn,8.2,10.8,12.0,11.1,29.3,14.1,13.1,10.5,7.4,23.7
Tnfrsf11a,6.1,11.9,14.8,16.6,5.3,1.1,7.5,4.6,1.4,3.6
Steap3,67.4,45.5,78.6,87.1,58.7,62.9,52.5,86.4,86.6,117.8
Gm16124,15.3,32.5,28.7,9.7,46.7,33.6,29.0,34.9,6.1,25.1
